model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
1979,USA,Gasoline,Front-wheel drive,3,2180,6,,4050,18.8,27.6
1978,Europe,Hybrid,Front-wheel drive,5,2130,6,,4260,18.7,33.4
2010,Asia,Gasoline,Front-wheel drive,3,1910,5,221.0,3710,17.9,35.7
1999,USA,Gasoline,Rear-wheel drive,4,2340,6,260.0,4800,19.1,28.5
2018,Europe,Gasoline,All-wheel drive,4,2480,7,247.0,4760,19.3,29.1
2020,Asia,Gasoline,Front-wheel drive,4,1920,6,221.0,3870,18.1,32.3
2017,Europe,Gasoline,Front-wheel drive,3,2430,6,262.0,4440,,32.1
1995,Europe,Gasoline,Front-wheel drive,3,2310,6,269.0,4360,18.8,29.8
1988,Asia,Hybrid,Front-wheel drive,5,2130,6,224.0,3880,17.7,36.4
1988,USA,Gasoline,Rear-wheel drive,3,2400,6,280.0,4220,20.0,24.7
1975,USA,Diesel,Rear-wheel drive,2,2540,7,296.0,4650,19.9,26.9
2021,USA,Gasoline,Rear-wheel drive,3,2330,6,282.0,4480,18.7,29.3
1990,Europe,Diesel,Rear-wheel drive,3,2180,6,272.0,4040,,31.2
1978,USA,Gasoline,Front-wheel drive,4,2060,6,,4050,17.4,23.6
1987,USA,Diesel,Rear-wheel drive,3,2700,7,314.0,4780,19.3,31.2
1991,Asia,Gasoline,All-wheel drive,2,2170,6,229.0,4100,17.0,27.9
1983,Europe,Diesel,All-wheel drive,2,2100,6,232.0,4400,21.2,25.1
2009,Asia,Diesel,All-wheel drive,4,1820,5,236.0,4060,17.5,36.1
2012,Europe,Gasoline,Rear-wheel drive,3,2290,6,261.0,4010,,29.3
2001,USA,Gasoline,All-wheel drive,2,2170,6,253.0,4440,18.1,30.0
1999,USA,Gasoline,Front-wheel drive,2,2170,6,254.0,4150,18.1,31.4
2012,USA,Gasoline,All-wheel drive,2,2520,6,282.0,4630,17.5,29.4
2017,USA,Hybrid,All-wheel drive,2,2390,6,265.0,4310,17.7,31.4
2008,USA,Diesel,Front-wheel drive,2,2250,6,266.0,4090,18.4,32.1
2000,Asia,Gasoline,Rear-wheel drive,4,2030,5,226.0,4100,20.9,29.7
2001,Europe,Gasoline,Rear-wheel drive,4,2340,6,243.0,4300,,31.9
2004,Europe,Gasoline,Rear-wheel drive,2,2010,6,227.0,4130,17.0,31.5
1976,Asia,Gasoline,Front-wheel drive,3,2200,6,,4160,18.5,28.7
2017,Asia,Gasoline,Rear-wheel drive,4,2300,6,260.0,4330,18.8,33.6
2005,Asia,Gasoline,Front-wheel drive,2,2300,6,264.0,4290,19.4,31.7
1983,Europe,Gasoline,Front-wheel drive,4,2130,6,246.0,3910,19.5,31.2
1982,Asia,Diesel,Front-wheel drive,2,2300,6,,4350,19.7,32.3
2003,Asia,Gasoline,Front-wheel drive,4,2290,6,247.0,4090,18.6,27.4
2016,Europe,Gasoline,Front-wheel drive,4,2300,6,272.0,4270,20.0,31.9
1997,Europe,Gasoline,Front-wheel drive,4,2330,6,268.0,4370,,27.7
1999,Europe,Gasoline,Rear-wheel drive,3,2470,7,262.0,4580,18.5,30.5
2011,USA,Diesel,Front-wheel drive,5,2340,6,278.0,4540,20.5,30.6
2016,Europe,Diesel,All-wheel drive,2,2300,6,289.0,4620,18.5,31.2
2011,Asia,Gasoline,Front-wheel drive,5,2120,6,229.0,4040,21.1,29.3
2022,USA,Gasoline,Rear-wheel drive,4,2280,6,265.0,4370,18.9,29.6
1998,USA,Gasoline,All-wheel drive,3,2270,6,264.0,4270,17.0,28.6
1993,Asia,Hybrid,All-wheel drive,3,2300,6,244.0,4280,19.6,33.6
2010,Europe,Diesel,Front-wheel drive,3,2320,6,267.0,4010,17.0,35.7
2015,Europe,Diesel,All-wheel drive,4,2120,6,261.0,4350,19.0,31.6
1978,Europe,Diesel,Front-wheel drive,5,2040,6,239.0,3990,21.1,30.7
2014,USA,Gasoline,Front-wheel drive,3,2190,6,247.0,3810,17.9,29.9
2017,Europe,Hybrid,All-wheel drive,4,2090,6,221.0,4190,20.1,36.8
1995,Asia,Gasoline,Front-wheel drive,2,1810,5,,3640,19.2,32.7
2014,USA,Diesel,Rear-wheel drive,2,2440,6,266.0,4150,20.4,29.1
2018,Asia,Gasoline,Front-wheel drive,4,2000,5,205.0,4040,19.0,36.5
1999,Europe,Hybrid,All-wheel drive,2,2300,7,245.0,4190,20.3,32.2
2017,USA,Gasoline,Rear-wheel drive,2,2370,7,286.0,4420,17.6,31.1
1984,Asia,Diesel,All-wheel drive,4,2390,6,251.0,4440,18.9,30.2
1989,USA,Gasoline,Front-wheel drive,4,2160,6,247.0,4430,20.0,25.0
1980,USA,Gasoline,Front-wheel drive,4,2100,5,,4340,19.3,28.2
1995,Asia,Diesel,Front-wheel drive,4,2340,6,245.0,4200,18.3,31.2
1995,Europe,Gasoline,Rear-wheel drive,3,2300,6,257.0,4330,16.2,30.7
2024,USA,Diesel,Front-wheel drive,2,2400,6,286.0,4220,17.9,31.5
1978,Asia,Hybrid,Rear-wheel drive,5,2490,6,,4830,20.4,29.4
2001,USA,Diesel,Front-wheel drive,5,2180,6,253.0,4260,19.5,30.4
2004,Europe,Hybrid,Front-wheel drive,4,1870,6,211.0,4050,20.6,35.1
1976,USA,Gasoline,All-wheel drive,3,2480,7,,4600,19.8,27.3
2018,Asia,Gasoline,Front-wheel drive,2,2290,6,250.0,3970,18.0,31.4
1988,USA,Diesel,Front-wheel drive,4,2240,6,276.0,4320,19.1,28.9
2009,Asia,Gasoline,Rear-wheel drive,4,2040,6,209.0,4200,19.9,32.1
1988,USA,Gasoline,Front-wheel drive,3,2010,6,238.0,4000,18.6,25.8
2016,USA,Diesel,Front-wheel drive,2,2180,6,274.0,3970,15.5,30.4
1977,Asia,Gasoline,Front-wheel drive,2,1940,5,,3640,16.5,31.3
1980,Asia,Diesel,Front-wheel drive,5,2270,6,255.0,4270,20.7,28.5
1996,Asia,Hybrid,All-wheel drive,2,2530,6,262.0,4330,19.1,31.8
1981,USA,Diesel,Front-wheel drive,3,2420,6,,4300,19.7,28.9
2010,USA,Gasoline,Front-wheel drive,5,2350,6,271.0,4290,18.1,26.8
1999,USA,Gasoline,Front-wheel drive,3,2480,6,270.0,4250,17.9,26.9
2015,Asia,Gasoline,Front-wheel drive,3,2390,6,267.0,3990,16.1,30.0
2017,Europe,Gasoline,Front-wheel drive,3,2330,6,267.0,4060,17.8,30.2
1996,USA,Gasoline,Front-wheel drive,5,2240,5,234.0,4120,21.3,31.5
1984,USA,Gasoline,Front-wheel drive,4,2480,6,279.0,4660,21.0,25.2
2006,Asia,Gasoline,Rear-wheel drive,3,2140,6,243.0,3840,18.3,29.5
1997,Asia,Gasoline,Front-wheel drive,2,2550,6,259.0,4670,18.0,24.5
1988,USA,Gasoline,Front-wheel drive,2,2080,5,233.0,3970,20.3,31.0
1977,Asia,Hybrid,Front-wheel drive,5,2260,6,,4280,22.6,30.3
1993,Europe,Gasoline,Front-wheel drive,4,2320,6,264.0,4300,16.2,28.2
2020,USA,Gasoline,Rear-wheel drive,5,1850,6,203.0,4130,19.9,33.8
2016,USA,Gasoline,Rear-wheel drive,4,2270,6,251.0,4510,20.7,29.6
1987,USA,Gasoline,Front-wheel drive,4,1980,5,253.0,3870,19.7,27.5
1999,Europe,Gasoline,All-wheel drive,3,2090,5,236.0,4340,20.9,28.1
2015,Europe,Gasoline,Front-wheel drive,4,2320,6,260.0,3850,,35.0
2007,USA,Gasoline,Front-wheel drive,3,2420,6,253.0,4650,18.2,27.8
2023,USA,Gasoline,Front-wheel drive,3,2720,7,303.0,4310,16.6,27.8
2015,USA,Diesel,Front-wheel drive,2,2210,6,273.0,4310,18.0,32.8
1995,USA,Gasoline,All-wheel drive,3,2460,7,278.0,4970,19.6,23.0
2006,Asia,Gasoline,Front-wheel drive,5,2370,6,249.0,4480,19.0,29.7
1995,Europe,Gasoline,Front-wheel drive,5,2090,6,237.0,4260,18.9,28.4
2021,Asia,Diesel,Front-wheel drive,4,2380,7,272.0,4350,19.7,33.8
1987,USA,Gasoline,Front-wheel drive,3,2220,7,279.0,4250,17.6,26.6
2018,USA,Hybrid,Front-wheel drive,3,2430,6,277.0,4600,21.3,35.4
1990,Asia,Gasoline,Front-wheel drive,3,2330,6,283.0,4160,19.6,29.5
2002,Europe,Gasoline,Front-wheel drive,2,1930,5,209.0,3770,17.9,29.8
1980,Europe,Diesel,Rear-wheel drive,3,2240,6,242.0,4260,18.4,30.4
1998,USA,Gasoline,Front-wheel drive,2,2230,6,256.0,4060,17.2,29.7
2010,Asia,Gasoline,Front-wheel drive,2,2340,6,263.0,4200,18.9,32.2
2005,Europe,Gasoline,All-wheel drive,5,2550,7,243.0,4720,18.9,31.3
1984,Europe,Hybrid,Front-wheel drive,2,2290,6,,3820,15.7,33.7
1996,Asia,Gasoline,Rear-wheel drive,3,2170,6,220.0,3990,21.1,30.6
1996,USA,Diesel,Rear-wheel drive,4,2130,6,244.0,4410,19.8,28.6
1995,Europe,Gasoline,Front-wheel drive,4,2300,6,246.0,4210,21.0,29.6
2018,USA,Gasoline,Front-wheel drive,3,2450,6,286.0,4280,19.3,28.7
1991,USA,Gasoline,Rear-wheel drive,2,2250,6,248.0,4280,19.0,26.1
1994,USA,Diesel,Front-wheel drive,3,2290,6,280.0,3990,18.9,30.5
2021,Europe,Gasoline,Front-wheel drive,3,2210,6,244.0,3830,18.5,33.6
2010,USA,Gasoline,Front-wheel drive,3,1780,5,203.0,3860,19.4,31.2
2005,USA,Gasoline,Rear-wheel drive,5,2460,7,297.0,5020,18.6,23.0
1993,USA,Gasoline,Front-wheel drive,3,1890,5,227.0,4180,21.3,28.0
1994,USA,Hybrid,Rear-wheel drive,3,2080,7,249.0,4230,18.8,30.5
2012,USA,Gasoline,Front-wheel drive,4,1940,5,241.0,4130,19.4,28.4
1998,USA,Hybrid,Rear-wheel drive,3,2190,6,270.0,4410,15.8,31.1
1986,USA,Gasoline,Front-wheel drive,2,2030,5,212.0,4030,20.6,26.2
2023,USA,Gasoline,Front-wheel drive,4,2250,6,259.0,4110,20.2,32.6
1976,Europe,Gasoline,Front-wheel drive,5,2400,6,269.0,4320,19.2,28.1
1991,Europe,Gasoline,Front-wheel drive,4,2100,6,222.0,4110,,32.2
1984,USA,Gasoline,All-wheel drive,5,2300,6,261.0,4490,19.5,26.7
1984,Asia,Gasoline,Front-wheel drive,3,2330,6,248.0,3980,20.6,28.1
1990,Asia,Diesel,Rear-wheel drive,3,2090,6,239.0,4010,18.1,31.0
1993,Asia,Gasoline,Front-wheel drive,3,2130,6,243.0,4160,19.8,31.2
2000,Europe,Diesel,Front-wheel drive,3,2090,5,211.0,3370,19.4,32.6
1997,Asia,Diesel,Rear-wheel drive,4,2380,6,267.0,4880,19.3,30.3
2022,Europe,Gasoline,Front-wheel drive,3,2310,7,258.0,4290,20.7,30.8
1987,Asia,Gasoline,All-wheel drive,2,2360,6,252.0,4400,17.7,25.7
2009,Europe,Gasoline,Rear-wheel drive,5,2390,6,248.0,4090,17.3,25.4
1990,USA,Gasoline,Rear-wheel drive,3,2680,7,295.0,4810,19.3,24.6
1977,USA,Gasoline,Front-wheel drive,2,2310,6,258.0,4300,19.0,24.5
1986,Europe,Gasoline,Rear-wheel drive,5,2360,6,271.0,4660,19.3,25.7
2012,Europe,Gasoline,Front-wheel drive,3,2450,6,279.0,4130,17.4,29.0
2003,Asia,Gasoline,Rear-wheel drive,3,1810,5,201.0,3930,17.5,29.9
1993,Europe,Gasoline,Rear-wheel drive,4,2560,7,286.0,4830,19.7,28.0
2016,Asia,Diesel,Rear-wheel drive,4,2040,5,253.0,3980,19.2,35.0
2021,Asia,Hybrid,Front-wheel drive,4,2280,6,256.0,4330,18.9,37.1
2017,USA,Gasoline,Front-wheel drive,4,2480,6,276.0,4330,18.2,28.2
1977,Asia,Gasoline,All-wheel drive,4,2290,6,,4340,19.9,24.3
1990,Europe,Diesel,All-wheel drive,2,2450,7,261.0,4580,19.7,28.3
1983,Asia,Gasoline,Rear-wheel drive,2,2230,6,244.0,4310,18.0,29.9
2004,USA,Hybrid,Front-wheel drive,4,2170,6,267.0,4190,18.0,33.1
1985,Europe,Hybrid,Front-wheel drive,5,2250,6,241.0,4100,20.7,30.0
2003,Asia,Diesel,Rear-wheel drive,4,2240,6,260.0,4230,20.4,32.6
1993,USA,Diesel,Rear-wheel drive,4,2410,6,282.0,4450,18.2,31.8
2022,Europe,Diesel,Rear-wheel drive,4,2480,7,282.0,4510,17.9,31.6
2003,USA,Gasoline,Front-wheel drive,2,2050,6,231.0,3970,18.9,34.6
1976,Asia,Gasoline,Rear-wheel drive,5,2140,6,243.0,4420,19.1,25.5
2019,Europe,Gasoline,Front-wheel drive,4,2730,6,282.0,4840,19.4,30.7
1993,USA,Gasoline,Front-wheel drive,3,2110,6,235.0,4290,20.7,25.6
1998,Europe,Gasoline,Front-wheel drive,2,2190,5,247.0,3940,,31.6
1994,Europe,Gasoline,Rear-wheel drive,3,2240,6,246.0,4140,19.6,31.4
2012,Asia,Gasoline,All-wheel drive,4,2140,6,251.0,4160,18.5,30.2
1986,Europe,Diesel,Rear-wheel drive,2,2660,7,297.0,4690,,28.8
2001,Asia,Gasoline,All-wheel drive,3,2270,6,236.0,4330,18.0,30.2
2005,USA,Gasoline,Front-wheel drive,4,2080,6,234.0,4210,18.9,28.2
1997,Asia,Gasoline,Rear-wheel drive,4,2210,6,233.0,4340,21.5,30.6
1979,USA,Gasoline,Front-wheel drive,4,2340,7,,4380,19.3,25.4
1992,USA,Gasoline,All-wheel drive,2,2080,6,252.0,4350,19.2,28.7
2015,Asia,Gasoline,Front-wheel drive,2,2390,7,282.0,4090,17.6,30.9
1985,USA,Gasoline,Front-wheel drive,4,2270,6,277.0,4330,19.0,27.4
2008,USA,Diesel,Front-wheel drive,2,2080,6,251.0,4160,17.7,32.5
1982,USA,Diesel,All-wheel drive,3,2030,5,,4080,20.1,28.7
1975,Asia,Gasoline,Front-wheel drive,3,2010,6,239.0,4180,19.4,27.6
2005,Asia,Hybrid,Rear-wheel drive,3,2340,6,239.0,4370,18.5,32.8
2023,Europe,Gasoline,Front-wheel drive,3,2310,6,221.0,4300,17.7,31.3
2001,USA,Gasoline,Front-wheel drive,5,2240,6,256.0,4270,18.6,28.4
1999,USA,Gasoline,Rear-wheel drive,3,2180,6,259.0,4440,16.8,26.3
1992,Asia,Hybrid,All-wheel drive,3,2360,7,266.0,4770,17.4,31.6
2001,Asia,Gasoline,Front-wheel drive,3,2230,6,229.0,4270,17.5,33.0
2013,Europe,Gasoline,Rear-wheel drive,2,2190,7,255.0,4440,18.5,31.9
1996,Asia,Diesel,Front-wheel drive,4,2010,5,225.0,3980,19.4,33.3
2022,Asia,Gasoline,All-wheel drive,3,2590,6,256.0,4840,18.4,30.5
2005,Europe,Hybrid,Rear-wheel drive,4,2480,6,234.0,4250,17.8,33.2
1999,USA,Gasoline,Front-wheel drive,3,2690,7,305.0,4880,18.9,28.7
2013,Asia,Gasoline,Rear-wheel drive,3,2290,6,252.0,4310,18.6,26.5
2019,Europe,Gasoline,Front-wheel drive,5,2150,6,251.0,4480,19.1,31.0
2022,USA,Gasoline,All-wheel drive,4,2080,6,248.0,4680,19.5,30.0
2007,USA,Gasoline,Front-wheel drive,2,2010,5,234.0,3930,19.2,32.2
2023,Europe,Gasoline,Front-wheel drive,2,2490,7,280.0,4660,,29.9
1995,Europe,Gasoline,All-wheel drive,4,2280,5,220.0,4410,18.9,27.6
1985,Europe,Hybrid,Rear-wheel drive,3,2260,6,,4250,18.4,33.8
1989,USA,Gasoline,All-wheel drive,3,2200,6,239.0,4090,20.4,27.0
1987,USA,Gasoline,Rear-wheel drive,2,2070,5,244.0,4230,19.4,26.9
1982,Europe,Hybrid,Rear-wheel drive,3,2340,6,,4420,19.7,30.7
1984,Asia,Gasoline,All-wheel drive,4,2130,6,236.0,4480,20.2,27.3
2004,Asia,Diesel,Front-wheel drive,5,2260,6,254.0,4390,20.3,34.4
2000,Asia,Gasoline,Front-wheel drive,4,2260,6,230.0,4040,20.5,32.6
2013,Europe,Gasoline,Rear-wheel drive,5,2300,6,250.0,4270,18.0,29.4
2008,Europe,Gasoline,Front-wheel drive,4,2460,6,252.0,4340,19.9,28.5
1981,USA,Gasoline,Rear-wheel drive,5,2250,6,272.0,4260,18.8,27.5
1995,USA,Gasoline,Front-wheel drive,3,2590,7,295.0,4640,19.7,26.0
1979,Europe,Gasoline,Front-wheel drive,3,2080,6,226.0,3760,18.5,29.8
1986,Europe,Diesel,All-wheel drive,4,2300,7,304.0,4530,20.2,31.1
2021,Asia,Diesel,Rear-wheel drive,5,2090,6,230.0,4610,19.1,30.2
2018,Asia,Gasoline,All-wheel drive,3,2260,6,263.0,4150,18.8,30.1
2011,USA,Diesel,Front-wheel drive,3,2360,6,283.0,4520,19.5,29.0
1975,Asia,Gasoline,Front-wheel drive,5,2280,6,,4580,21.9,23.9
2022,Europe,Gasoline,Rear-wheel drive,4,2490,6,279.0,4450,17.9,31.3
1992,USA,Diesel,Front-wheel drive,2,2390,7,268.0,4410,18.9,32.4
2000,USA,Diesel,Front-wheel drive,3,2350,6,262.0,4180,20.5,31.5
2021,USA,Diesel,All-wheel drive,4,2120,6,267.0,4570,17.7,32.5
1994,USA,Gasoline,Front-wheel drive,3,2180,6,252.0,4230,19.9,26.2
1981,Europe,Hybrid,Front-wheel drive,4,2280,5,237.0,3960,18.3,31.1
1988,Asia,Gasoline,All-wheel drive,2,2470,6,264.0,4460,18.5,25.7
2015,Asia,Gasoline,Rear-wheel drive,3,2130,6,239.0,4190,17.7,28.8
2017,USA,Gasoline,Rear-wheel drive,3,2550,6,267.0,4740,21.9,27.9
2011,USA,Diesel,All-wheel drive,2,2340,6,287.0,4450,18.8,29.9
1989,Asia,Gasoline,All-wheel drive,4,2380,6,236.0,4660,20.4,27.9
2023,USA,Diesel,Front-wheel drive,4,2180,6,254.0,4460,17.8,33.8
1984,Asia,Gasoline,Rear-wheel drive,4,2280,6,232.0,4250,19.5,28.9
1998,Europe,Hybrid,Front-wheel drive,4,1990,5,223.0,3930,18.1,33.9
2021,Asia,Gasoline,All-wheel drive,4,2040,5,223.0,3970,18.2,32.4
1978,Asia,Gasoline,Front-wheel drive,3,2450,7,274.0,4290,18.7,28.1
2024,USA,Gasoline,All-wheel drive,4,2500,6,271.0,4760,21.0,29.1
2004,USA,Gasoline,Front-wheel drive,3,2220,6,268.0,4360,17.3,31.0
1982,USA,Gasoline,Front-wheel drive,4,2370,7,290.0,4610,18.0,25.6
1981,USA,Gasoline,All-wheel drive,4,2270,6,251.0,4530,20.3,22.7
2008,Europe,Gasoline,Front-wheel drive,2,1940,5,226.0,3910,,32.7
1979,Europe,Hybrid,Front-wheel drive,2,2180,6,249.0,3970,18.5,32.5
1980,Asia,Gasoline,Rear-wheel drive,4,2320,6,,4230,21.1,28.2
2020,Europe,Gasoline,Front-wheel drive,5,2390,6,263.0,4370,19.7,32.8
2009,Europe,Gasoline,Rear-wheel drive,3,2480,6,268.0,4660,17.5,28.1
1980,USA,Gasoline,All-wheel drive,4,2220,7,,4410,19.9,29.4
1992,USA,Gasoline,Front-wheel drive,2,2560,6,276.0,4520,18.9,25.6
2023,USA,Gasoline,All-wheel drive,4,2100,6,239.0,4360,18.7,31.8
1978,USA,Gasoline,Front-wheel drive,3,2130,6,249.0,4010,17.9,30.7
1997,Asia,Gasoline,Front-wheel drive,3,2390,6,256.0,4100,18.1,31.0
2012,USA,Gasoline,Front-wheel drive,2,2480,6,275.0,4090,17.9,29.7
1987,Europe,Gasoline,Front-wheel drive,3,2160,6,239.0,4050,18.5,31.3
2015,USA,Gasoline,Front-wheel drive,5,2490,7,,4300,18.4,29.1
1981,Asia,Gasoline,All-wheel drive,5,2280,6,238.0,4520,21.0,26.2
2011,USA,Gasoline,All-wheel drive,3,2280,6,245.0,4580,20.8,28.6
1995,Europe,Diesel,Front-wheel drive,4,2460,6,271.0,4240,18.6,29.4
1993,USA,Gasoline,Front-wheel drive,3,2050,6,241.0,3730,20.1,32.8
2012,Europe,Gasoline,Rear-wheel drive,2,2080,6,216.0,4080,19.6,31.9
2016,Asia,Gasoline,Rear-wheel drive,4,2000,5,216.0,3990,16.8,33.5
1996,Asia,Gasoline,Rear-wheel drive,2,1920,6,231.0,3990,20.2,32.8
1976,USA,Gasoline,All-wheel drive,4,2410,7,280.0,4840,19.3,21.7
1994,Asia,Hybrid,Front-wheel drive,5,1690,5,200.0,3580,18.3,37.3
2009,USA,Gasoline,Rear-wheel drive,3,2340,5,247.0,4520,19.6,29.1
1989,Asia,Gasoline,Front-wheel drive,2,2040,5,188.0,3900,20.9,31.5
1992,Europe,Hybrid,Rear-wheel drive,3,2470,6,256.0,4110,19.4,32.2
1990,USA,Diesel,All-wheel drive,4,2060,6,260.0,4430,20.2,30.0
1982,USA,Gasoline,Front-wheel drive,4,2430,6,273.0,4410,18.0,26.1
2014,Asia,Gasoline,Rear-wheel drive,3,2320,6,244.0,4130,17.5,29.2
2013,USA,Gasoline,Front-wheel drive,3,2050,6,229.0,4270,17.3,30.9
2010,USA,Gasoline,Front-wheel drive,3,2220,6,254.0,4140,18.8,30.6
2009,USA,Diesel,All-wheel drive,4,2210,6,263.0,4940,18.8,29.7
1976,USA,Gasoline,Rear-wheel drive,3,2090,6,,4280,16.9,28.1
1996,USA,Gasoline,Rear-wheel drive,4,2240,6,266.0,4360,20.1,26.9
2019,USA,Gasoline,All-wheel drive,3,2080,6,254.0,4380,20.6,29.5
1980,Europe,Hybrid,All-wheel drive,5,2120,6,,4320,21.1,29.0
1975,Europe,Gasoline,Rear-wheel drive,5,2280,6,237.0,4340,18.9,25.3
2022,Europe,Diesel,Front-wheel drive,4,1880,5,228.0,3820,19.5,38.2
2021,Europe,Gasoline,Rear-wheel drive,4,2280,6,228.0,4310,19.6,32.1
2002,USA,Gasoline,Front-wheel drive,4,2100,6,252.0,3990,18.0,29.2
2000,USA,Diesel,Front-wheel drive,3,2030,5,239.0,3850,18.7,31.0
2008,Europe,Gasoline,All-wheel drive,2,2050,5,230.0,4200,18.1,29.9
1981,Asia,Gasoline,Rear-wheel drive,4,2460,6,267.0,4580,19.6,25.4
1984,USA,Diesel,Front-wheel drive,3,2600,7,307.0,4700,19.5,28.3
2004,USA,Gasoline,Front-wheel drive,3,2280,6,255.0,4400,17.2,31.6
2018,Europe,Diesel,Front-wheel drive,4,2170,6,260.0,3910,18.9,36.2
2013,USA,Diesel,Front-wheel drive,3,2550,7,297.0,4550,18.0,33.0
1990,Europe,Gasoline,Front-wheel drive,2,2380,7,270.0,4770,17.8,26.3
1998,Europe,Gasoline,Front-wheel drive,3,2410,6,274.0,4220,18.6,30.7
2022,Asia,Gasoline,Front-wheel drive,4,1980,5,233.0,4060,18.9,32.9
1983,Asia,Gasoline,Front-wheel drive,3,3020,8,334.0,5200,19.6,25.1
1986,Asia,Gasoline,Front-wheel drive,5,2240,6,251.0,4540,20.6,31.6
1994,USA,Gasoline,Rear-wheel drive,4,2360,7,259.0,4450,19.6,23.0
1985,Asia,Gasoline,Rear-wheel drive,3,2310,6,,4300,19.5,26.5
2011,Asia,Gasoline,Front-wheel drive,2,2030,6,206.0,3910,18.6,34.3
1991,Europe,Gasoline,All-wheel drive,3,2190,6,248.0,4320,20.1,27.2
2005,Europe,Gasoline,Rear-wheel drive,4,2020,5,219.0,3870,18.7,30.0
1981,Asia,Gasoline,Front-wheel drive,5,2110,6,,3930,20.7,32.6
2011,USA,Diesel,Front-wheel drive,2,2400,6,268.0,4490,19.6,32.4
1992,USA,Gasoline,Front-wheel drive,2,1990,6,239.0,4110,20.2,26.6
1980,Europe,Gasoline,Front-wheel drive,4,2120,6,232.0,4020,20.5,26.4
2009,Asia,Hybrid,Front-wheel drive,5,2440,6,233.0,4390,19.9,33.9
2023,Asia,Gasoline,Front-wheel drive,2,2090,5,226.0,3690,18.5,35.4
2018,USA,Gasoline,Front-wheel drive,4,2320,6,254.0,4460,20.2,30.9
1994,Asia,Gasoline,All-wheel drive,3,2180,6,233.0,4550,18.2,33.7
1984,Asia,Gasoline,Front-wheel drive,3,2430,7,,4340,17.7,27.9
1997,Europe,Gasoline,Rear-wheel drive,3,2650,7,,4700,19.0,26.5
2012,Europe,Gasoline,Front-wheel drive,3,2130,6,232.0,3900,18.5,34.5
2000,Europe,Gasoline,Rear-wheel drive,4,2310,6,237.0,4390,20.7,27.6
2003,Asia,Gasoline,Front-wheel drive,4,2430,6,266.0,4160,18.9,33.6
2022,Europe,Gasoline,Front-wheel drive,5,2460,6,278.0,4450,18.4,30.4
2018,USA,Gasoline,Front-wheel drive,4,1940,5,202.0,3730,18.9,33.3
1996,Europe,Gasoline,Front-wheel drive,4,2150,6,214.0,4080,18.9,31.0
1978,Europe,Diesel,Front-wheel drive,4,2280,6,249.0,4350,21.2,29.9
1983,Asia,Gasoline,Front-wheel drive,3,2190,6,234.0,4040,15.9,29.8
1997,Asia,Diesel,All-wheel drive,4,2560,7,308.0,4740,18.9,30.0
2019,USA,Gasoline,Front-wheel drive,3,2140,6,269.0,4180,18.1,30.1
2009,USA,Diesel,Rear-wheel drive,4,2160,6,269.0,4590,19.6,30.9
1981,USA,Gasoline,Rear-wheel drive,3,2390,6,254.0,4700,21.3,28.1
1984,Europe,Diesel,Front-wheel drive,2,2280,6,247.0,3890,19.5,30.7
1976,Asia,Gasoline,All-wheel drive,5,2670,7,,4900,19.5,21.3
1986,USA,Gasoline,Front-wheel drive,3,2330,6,251.0,4260,18.0,26.7
2020,Europe,Diesel,Front-wheel drive,4,1970,6,252.0,3840,18.8,35.8
2010,Asia,Gasoline,Front-wheel drive,4,2210,6,235.0,4200,17.5,32.2
2006,USA,Gasoline,All-wheel drive,5,2330,6,280.0,4570,20.0,29.8
1992,Asia,Gasoline,All-wheel drive,3,2250,6,253.0,4120,17.2,29.5
2022,Asia,Gasoline,Front-wheel drive,4,2400,6,250.0,4390,18.4,31.8
1986,Europe,Gasoline,All-wheel drive,2,2480,7,273.0,4840,20.6,25.3
1982,Asia,Gasoline,Front-wheel drive,3,2200,6,248.0,4060,18.6,29.7
2014,USA,Gasoline,All-wheel drive,3,2430,6,258.0,4610,17.8,31.3
1996,USA,Gasoline,Front-wheel drive,2,2300,6,268.0,4170,20.3,29.4
2005,USA,Diesel,Front-wheel drive,5,2220,6,258.0,4300,18.8,30.2
1994,Europe,Gasoline,Rear-wheel drive,3,2440,6,275.0,4520,20.1,31.7
2017,USA,Gasoline,Front-wheel drive,3,2230,6,243.0,4260,18.5,31.9
1995,Asia,Gasoline,Front-wheel drive,3,2430,7,261.0,4630,20.1,28.4
2022,Asia,Gasoline,Front-wheel drive,4,1890,5,219.0,3860,19.1,30.6
1997,USA,Diesel,All-wheel drive,3,2480,7,305.0,4600,19.4,30.2
2001,Europe,Gasoline,Front-wheel drive,4,2280,6,265.0,4070,17.6,32.1
1982,USA,Gasoline,Front-wheel drive,3,2510,6,280.0,4560,18.0,25.8
1992,USA,Gasoline,Rear-wheel drive,3,2390,7,281.0,4610,18.7,27.4
2011,USA,Diesel,Rear-wheel drive,4,2290,6,255.0,4510,19.9,28.1
2016,USA,Diesel,Rear-wheel drive,5,2340,6,247.0,4720,20.8,31.9
2012,USA,Hybrid,Rear-wheel drive,5,2490,7,289.0,4700,21.2,33.2
2001,Europe,Gasoline,Rear-wheel drive,3,2190,6,239.0,4120,17.5,31.4
2013,USA,Gasoline,Front-wheel drive,3,1940,5,226.0,3900,19.3,28.6
1975,Asia,Gasoline,All-wheel drive,2,1880,5,,4080,18.7,28.2
